type	time	latitude	longitude	altitude (m)	name	desc
T	2013-11-12 13:51:08	50.335901000	-4.095359000	99.4		
T	2013-11-12 13:51:09	50.335840000	-4.095324000	99.3		
T	2013-11-12 13:51:10	50.335781000	-4.095293000	99.3		
T	2013-11-12 13:51:11	50.335715000	-4.095265000	99.3		
T	2013-11-12 13:51:12	50.335645000	-4.095229000	99.3		
T	2013-11-12 13:51:13	50.335582000	-4.095196000	99.4		
T	2013-11-12 13:51:14	50.335525000	-4.095170000	99.4		
T	2013-11-12 13:51:15	50.335460000	-4.095132000	99.4		
T	2013-11-12 13:51:16	50.335383000	-4.095088000	99.5		
T	2013-11-12 13:51:17	50.335309000	-4.095047000	99.6		
T	2013-11-12 13:51:18	50.335245000	-4.095001000	99.8		
T	2013-11-12 13:51:19	50.335169000	-4.094944000	100.0		
T	2013-11-12 13:51:20	50.335099000	-4.094891000	100.1		
T	2013-11-12 13:51:21	50.335029000	-4.094841000	100.3		
T	2013-11-12 13:51:22	50.334958000	-4.094791000	100.5		
T	2013-11-12 13:51:23	50.334901000	-4.094746000	100.6		
T	2013-11-12 13:51:24	50.334833000	-4.094692000	100.8		
T	2013-11-12 13:51:25	50.334766000	-4.094633000	101.0		
T	2013-11-12 13:51:26	50.334695000	-4.094576000	101.1		
T	2013-11-12 13:51:27	50.334625000	-4.094522000	101.1		
T	2013-11-12 13:51:28	50.334560000	-4.094462000	101.1		
T	2013-11-12 13:51:29	50.334491000	-4.094403000	101.0		
T	2013-11-12 13:51:30	50.334419000	-4.094335000	100.8		
T	2013-11-12 13:51:31	50.334345000	-4.094267000	100.7		
T	2013-11-12 13:51:32	50.334280000	-4.094206000	100.6		
T	2013-11-12 13:51:33	50.334212000	-4.094145000	100.4		
T	2013-11-12 13:51:34	50.334135000	-4.094089000	100.2		
T	2013-11-12 13:51:35	50.334059000	-4.094035000	100.0		
T	2013-11-12 13:51:36	50.333973000	-4.093988000	99.7		
T	2013-11-12 13:51:37	50.333880000	-4.093951000	99.4		
T	2013-11-12 13:51:38	50.333788000	-4.093918000	99.1		
T	2013-11-12 13:51:39	50.333681000	-4.093878000	99.0		
T	2013-11-12 13:51:40	50.333581000	-4.093847000	99.0		
T	2013-11-12 13:51:41	50.333469000	-4.093799000	99.0		
T	2013-11-12 13:51:42	50.333369000	-4.093761000	99.0		
T	2013-11-12 13:51:43	50.333247000	-4.093713000	99.0		
T	2013-11-12 13:51:44	50.333142000	-4.093670000	99.0		
T	2013-11-12 13:51:45	50.333039000	-4.093627000	98.9		
T	2013-11-12 13:51:46	50.332939000	-4.093591000	98.8		
T	2013-11-12 13:51:47	50.332825000	-4.093550000	98.5		
T	2013-11-12 13:51:48	50.332723000	-4.093517000	98.2		
T	2013-11-12 13:51:49	50.332617000	-4.093487000	97.8		
T	2013-11-12 13:51:50	50.332512000	-4.093467000	97.5		
T	2013-11-12 13:51:51	50.332410000	-4.093444000	97.3		
T	2013-11-12 13:51:52	50.332301000	-4.093431000	97.0		
T	2013-11-12 13:51:53	50.332206000	-4.093423000	96.7		
T	2013-11-12 13:51:54	50.332102000	-4.093429000	96.4		
T	2013-11-12 13:51:55	50.332004000	-4.093438000	96.2		
T	2013-11-12 13:51:56	50.331899000	-4.093458000	96.1		
T	2013-11-12 13:51:57	50.331795000	-4.093490000	95.9		
T	2013-11-12 13:51:58	50.331699000	-4.093545000	95.7		
T	2013-11-12 13:51:59	50.331618000	-4.093590000	95.5		
T	2013-11-12 13:52:00	50.331532000	-4.093643000	95.4		
T	2013-11-12 13:52:01	50.331444000	-4.093705000	95.2		
T	2013-11-12 13:52:02	50.331357000	-4.093776000	95.1		
T	2013-11-12 13:52:03	50.331277000	-4.093841000	95.0		
T	2013-11-12 13:52:04	50.331196000	-4.093914000	94.9		
T	2013-11-12 13:52:05	50.331124000	-4.093976000	94.8		
T	2013-11-12 13:52:06	50.331048000	-4.094032000	94.8		
T	2013-11-12 13:52:07	50.330976000	-4.094091000	94.7		
T	2013-11-12 13:52:08	50.330897000	-4.094151000	94.6		
T	2013-11-12 13:52:09	50.330815000	-4.094202000	94.5		
T	2013-11-12 13:52:10	50.330744000	-4.094240000	94.4		
T	2013-11-12 13:52:11	50.330660000	-4.094289000	94.3		
T	2013-11-12 13:52:12	50.330587000	-4.094326000	94.2		
T	2013-11-12 13:52:13	50.330507000	-4.094360000	94.1		
T	2013-11-12 13:52:14	50.330421000	-4.094396000	94.0		
T	2013-11-12 13:52:15	50.330337000	-4.094426000	94.0		
T	2013-11-12 13:52:16	50.330260000	-4.094448000	94.0		
T	2013-11-12 13:52:17	50.330179000	-4.094474000	94.0		
T	2013-11-12 13:52:18	50.330097000	-4.094497000	94.0		
T	2013-11-12 13:52:19	50.330024000	-4.094522000	94.0		
T	2013-11-12 13:52:20	50.329944000	-4.094546000	94.0		
T	2013-11-12 13:52:21	50.329854000	-4.094569000	94.0		
T	2013-11-12 13:52:22	50.329769000	-4.094591000	94.0		
T	2013-11-12 13:52:23	50.329687000	-4.094614000	93.9		
T	2013-11-12 13:52:24	50.329610000	-4.094599000	94.0		
T	2013-11-12 13:52:25	50.329548000	-4.094560000	94.0		
T	2013-11-12 13:52:26	50.329487000	-4.094476000	93.9		
T	2013-11-12 13:52:27	50.329437000	-4.094358000	93.8		
T	2013-11-12 13:52:28	50.329397000	-4.094251000	93.7		
T	2013-11-12 13:52:29	50.329409000	-4.094106000	93.5		
T	2013-11-12 13:52:30	50.329390000	-4.093985000	93.4		
T	2013-11-12 13:52:31	50.329371000	-4.093860000	93.4		
T	2013-11-12 13:52:32	50.329351000	-4.093730000	93.2		
T	2013-11-12 13:52:33	50.329328000	-4.093603000	93.1		
T	2013-11-12 13:52:34	50.329304000	-4.093474000	92.9		
T	2013-11-12 13:52:35	50.329278000	-4.093344000	92.7		
T	2013-11-12 13:52:36	50.329251000	-4.093214000	92.6		
T	2013-11-12 13:52:37	50.329223000	-4.093082000	92.5		
T	2013-11-12 13:52:38	50.329194000	-4.092950000	92.4		
T	2013-11-12 13:52:39	50.329163000	-4.092814000	92.2		
T	2013-11-12 13:52:40	50.329134000	-4.092697000	92.0		
T	2013-11-12 13:52:41	50.329099000	-4.092572000	91.7		
T	2013-11-12 13:52:42	50.329055000	-4.092416000	91.5		
T	2013-11-12 13:52:43	50.329010000	-4.092280000	91.3		
T	2013-11-12 13:52:44	50.328970000	-4.092158000	91.1		
T	2013-11-12 13:52:45	50.328934000	-4.092045000	91.0		
T	2013-11-12 13:52:46	50.328884000	-4.091889000	90.7		
T	2013-11-12 13:52:47	50.328838000	-4.091737000	90.3		
T	2013-11-12 13:52:48	50.328797000	-4.091608000	90.1		
T	2013-11-12 13:52:49	50.328711000	-4.091457000	90.0		
T	2013-11-12 13:52:50	50.328633000	-4.091369000	90.2		
T	2013-11-12 13:52:51	50.328541000	-4.091313000	90.7		
T	2013-11-12 13:52:52	50.328467000	-4.091307000	91.2		
T	2013-11-12 13:52:53	50.328386000	-4.091308000	91.8		
T	2013-11-12 13:52:54	50.328348000	-4.091377000	92.2		
T	2013-11-12 13:52:55	50.328303000	-4.091401000	92.6		
T	2013-11-12 13:54:08	50.328218000	-4.091551000	93.5		
T	2013-11-12 13:54:09	50.328192000	-4.091580000	93.7		
T	2013-11-12 13:54:10	50.328166000	-4.091610000	93.9		
T	2013-11-12 13:54:11	50.328144000	-4.091644000	94.1		
T	2013-11-12 13:54:13	50.328101000	-4.091701000	94.5		
T	2013-11-12 13:54:14	50.328078000	-4.091724000	94.6		
T	2013-11-12 13:54:15	50.328054000	-4.091749000	94.8		
T	2013-11-12 13:54:16	50.328030000	-4.091772000	95.0		
T	2013-11-12 13:54:17	50.327998000	-4.091805000	95.2		
T	2013-11-12 13:54:18	50.327956000	-4.091843000	95.5		
T	2013-11-12 13:54:19	50.327919000	-4.091875000	95.7		
T	2013-11-12 13:54:20	50.327879000	-4.091910000	95.9		
T	2013-11-12 13:54:21	50.327839000	-4.091942000	96.0		
T	2013-11-12 13:54:22	50.327805000	-4.091969000	96.1		
T	2013-11-12 13:54:23	50.327764000	-4.092000000	96.3		
T	2013-11-12 13:54:24	50.327725000	-4.092028000	96.4		
T	2013-11-12 13:54:25	50.327681000	-4.092063000	96.5		
T	2013-11-12 13:54:26	50.327637000	-4.092102000	96.7		
T	2013-11-12 13:54:27	50.327598000	-4.092141000	96.8		
T	2013-11-12 13:54:28	50.327561000	-4.092181000	96.9		
T	2013-11-12 13:54:29	50.327523000	-4.092221000	97.0		
T	2013-11-12 13:54:30	50.327485000	-4.092260000	97.1		
T	2013-11-12 13:54:31	50.327448000	-4.092298000	97.3		
T	2013-11-12 13:54:32	50.327405000	-4.092345000	97.4		
T	2013-11-12 13:54:33	50.327365000	-4.092387000	97.6		
T	2013-11-12 13:54:34	50.327326000	-4.092431000	97.7		
T	2013-11-12 13:54:35	50.327287000	-4.092476000	97.9		
T	2013-11-12 13:54:36	50.327246000	-4.092522000	98.0		
T	2013-11-12 13:54:37	50.327207000	-4.092564000	98.2		
T	2013-11-12 13:54:38	50.327170000	-4.092604000	98.4		
T	2013-11-12 13:54:39	50.327131000	-4.092648000	98.5		
T	2013-11-12 13:54:40	50.327089000	-4.092701000	98.7		
T	2013-11-12 13:54:41	50.327050000	-4.092755000	98.8		
T	2013-11-12 13:54:42	50.327011000	-4.092807000	98.9		
T	2013-11-12 13:54:43	50.326970000	-4.092860000	98.9		
T	2013-11-12 13:54:44	50.326925000	-4.092913000	99.0		
T	2013-11-12 13:54:45	50.326879000	-4.092970000	98.9		
T	2013-11-12 13:54:46	50.326830000	-4.093028000	98.8		
T	2013-11-12 13:54:47	50.326788000	-4.093083000	98.7		
T	2013-11-12 13:54:48	50.326745000	-4.093144000	98.6		
T	2013-11-12 13:54:49	50.326701000	-4.093206000	98.5		
T	2013-11-12 13:54:50	50.326659000	-4.093267000	98.4		
T	2013-11-12 13:54:51	50.326617000	-4.093326000	98.2		
T	2013-11-12 13:54:52	50.326571000	-4.093388000	98.1		
T	2013-11-12 13:54:53	50.326526000	-4.093446000	97.9		
T	2013-11-12 13:54:54	50.326480000	-4.093506000	97.8		
T	2013-11-12 13:54:55	50.326435000	-4.093560000	97.6		
T	2013-11-12 13:54:56	50.326389000	-4.093610000	97.5		
T	2013-11-12 13:54:57	50.326334000	-4.093666000	97.3		
T	2013-11-12 13:54:58	50.326280000	-4.093719000	97.1		
T	2013-11-12 13:54:59	50.326224000	-4.093766000	96.9		
T	2013-11-12 13:55:00	50.326166000	-4.093814000	96.7		
T	2013-11-12 13:55:01	50.326106000	-4.093863000	96.5		
T	2013-11-12 13:55:02	50.326043000	-4.093914000	96.3		
T	2013-11-12 13:55:03	50.325975000	-4.093968000	96.1		
T	2013-11-12 13:55:04	50.325906000	-4.094023000	95.8		
T	2013-11-12 13:55:05	50.325836000	-4.094074000	95.6		
T	2013-11-12 13:55:06	50.325766000	-4.094126000	95.4		
T	2013-11-12 13:55:07	50.325696000	-4.094179000	95.2		
T	2013-11-12 13:55:08	50.325619000	-4.094233000	94.9		
T	2013-11-12 13:55:09	50.325542000	-4.094291000	94.7		
T	2013-11-12 13:55:10	50.325461000	-4.094351000	94.4		
T	2013-11-12 13:55:11	50.325382000	-4.094410000	94.2		
T	2013-11-12 13:55:12	50.325297000	-4.094473000	94.1		
T	2013-11-12 13:55:13	50.325209000	-4.094544000	94.0		
T	2013-11-12 13:55:14	50.325121000	-4.094607000	94.0		
T	2013-11-12 13:55:15	50.325036000	-4.094660000	93.9		
T	2013-11-12 13:55:16	50.324965000	-4.094699000	93.8		
T	2013-11-12 13:55:17	50.324908000	-4.094729000	93.8		
T	2013-11-12 13:55:18	50.324853000	-4.094766000	93.7		
T	2013-11-12 13:55:19	50.324795000	-4.094808000	93.7		
T	2013-11-12 13:55:20	50.324732000	-4.094855000	93.6		
T	2013-11-12 13:55:21	50.324666000	-4.094904000	93.6		
T	2013-11-12 13:55:22	50.324599000	-4.094953000	93.5		
T	2013-11-12 13:55:23	50.324534000	-4.095006000	93.5		
T	2013-11-12 13:55:24	50.324470000	-4.095058000	93.4		
T	2013-11-12 13:55:25	50.324402000	-4.095109000	93.4		
T	2013-11-12 13:55:26	50.324329000	-4.095161000	93.4		
T	2013-11-12 13:55:27	50.324253000	-4.095212000	93.4		
T	2013-11-12 13:55:28	50.324179000	-4.095256000	93.5		
T	2013-11-12 13:55:29	50.324099000	-4.095300000	93.6		
T	2013-11-12 13:55:30	50.324023000	-4.095344000	93.6		
T	2013-11-12 13:55:31	50.323948000	-4.095384000	93.7		
T	2013-11-12 13:55:32	50.323872000	-4.095425000	93.9		
T	2013-11-12 13:55:33	50.323795000	-4.095468000	94.0		
T	2013-11-12 13:55:34	50.323715000	-4.095501000	94.0		
T	2013-11-12 13:55:35	50.323639000	-4.095533000	93.9		
T	2013-11-12 13:55:36	50.323559000	-4.095568000	93.8		
T	2013-11-12 13:55:37	50.323477000	-4.095605000	93.6		
T	2013-11-12 13:55:38	50.323398000	-4.095643000	93.5		
T	2013-11-12 13:55:39	50.323321000	-4.095679000	93.4		
T	2013-11-12 13:55:40	50.323247000	-4.095711000	93.4		
T	2013-11-12 13:55:41	50.323175000	-4.095737000	93.3		
T	2013-11-12 13:55:42	50.323101000	-4.095755000	93.2		
T	2013-11-12 13:55:43	50.323025000	-4.095767000	93.0		
T	2013-11-12 13:55:44	50.322947000	-4.095780000	92.9		
T	2013-11-12 13:55:45	50.322868000	-4.095805000	92.7		
T	2013-11-12 13:55:46	50.322793000	-4.095842000	92.4		
T	2013-11-12 13:55:47	50.322728000	-4.095903000	92.2		
T	2013-11-12 13:55:48	50.322665000	-4.095969000	92.0		
T	2013-11-12 13:55:49	50.322607000	-4.096037000	91.9		
T	2013-11-12 13:55:50	50.322549000	-4.096112000	91.8		
T	2013-11-12 13:55:51	50.322497000	-4.096188000	91.8		
T	2013-11-12 13:55:52	50.322446000	-4.096263000	91.8		
T	2013-11-12 13:55:53	50.322398000	-4.096337000	91.6		
T	2013-11-12 13:55:54	50.322348000	-4.096417000	91.5		
T	2013-11-12 13:55:55	50.322299000	-4.096493000	91.3		
T	2013-11-12 13:55:56	50.322251000	-4.096567000	91.2		
T	2013-11-12 13:55:57	50.322200000	-4.096646000	91.0		
T	2013-11-12 13:55:58	50.322149000	-4.096728000	90.9		
T	2013-11-12 13:55:59	50.322103000	-4.096808000	90.8		
T	2013-11-12 13:56:00	50.322055000	-4.096896000	90.5		
T	2013-11-12 13:56:01	50.322006000	-4.096992000	90.2		
T	2013-11-12 13:56:02	50.321960000	-4.097086000	90.0		
T	2013-11-12 13:56:03	50.321914000	-4.097172000	89.7		
T	2013-11-12 13:56:04	50.321868000	-4.097256000	89.4		
T	2013-11-12 13:56:05	50.321819000	-4.097332000	89.1		
T	2013-11-12 13:56:06	50.321769000	-4.097402000	88.7		
T	2013-11-12 13:56:07	50.321715000	-4.097475000	88.4		
T	2013-11-12 13:56:08	50.321652000	-4.097551000	87.9		
T	2013-11-12 13:56:09	50.321587000	-4.097630000	87.5		
T	2013-11-12 13:56:10	50.321524000	-4.097702000	87.0		
T	2013-11-12 13:56:11	50.321462000	-4.097771000	86.6		
T	2013-11-12 13:56:12	50.321397000	-4.097848000	86.2		
T	2013-11-12 13:56:13	50.321330000	-4.097932000	85.7		
T	2013-11-12 13:56:14	50.321263000	-4.098016000	85.2		
T	2013-11-12 13:56:15	50.321202000	-4.098092000	84.2		
T	2013-11-12 13:56:16	50.321150000	-4.098157000	83.1		
T	2013-11-12 13:56:17	50.321107000	-4.098209000	82.3		
T	2013-11-12 13:56:18	50.321075000	-4.098248000	81.6		
T	2013-11-12 13:56:19	50.321039000	-4.098286000	80.9		
T	2013-11-12 13:57:16	50.321012000	-4.098302000	80.3		
T	2013-11-12 13:57:23	50.321034000	-4.098253000	80.7		
T	2013-11-12 13:57:25	50.321065000	-4.098199000	81.3		
T	2013-11-12 13:57:27	50.321111000	-4.098131000	82.3		
T	2013-11-12 13:57:28	50.321144000	-4.098093000	82.9		
T	2013-11-12 13:57:29	50.321183000	-4.098055000	83.7		
T	2013-11-12 13:57:30	50.321223000	-4.098018000	84.5		
T	2013-11-12 13:57:31	50.321266000	-4.097975000	85.2		
T	2013-11-12 13:57:32	50.321302000	-4.097940000	85.5		
T	2013-11-12 13:57:33	50.321339000	-4.097900000	85.7		
T	2013-11-12 13:57:34	50.321376000	-4.097859000	86.0		
T	2013-11-12 13:57:35	50.321409000	-4.097820000	86.2		
T	2013-11-12 13:57:36	50.321439000	-4.097786000	86.4		
T	2013-11-12 13:57:37	50.321468000	-4.097752000	86.6		
T	2013-11-12 13:57:38	50.321505000	-4.097708000	86.9		
T	2013-11-12 13:57:39	50.321543000	-4.097662000	87.2		
T	2013-11-12 13:57:40	50.321582000	-4.097613000	87.4		
T	2013-11-12 13:57:41	50.321622000	-4.097564000	87.7		
T	2013-11-12 13:57:42	50.321659000	-4.097521000	88.0		
T	2013-11-12 13:57:43	50.321694000	-4.097478000	88.2		
T	2013-11-12 13:57:44	50.321733000	-4.097432000	88.5		
T	2013-11-12 13:57:45	50.321771000	-4.097385000	88.7		
T	2013-11-12 13:57:46	50.321809000	-4.097340000	89.0		
T	2013-11-12 13:57:47	50.321848000	-4.097298000	89.3		
T	2013-11-12 13:57:48	50.321883000	-4.097256000	89.5		
T	2013-11-12 13:57:49	50.321920000	-4.097207000	89.8		
T	2013-11-12 13:57:50	50.321954000	-4.097155000	90.0		
T	2013-11-12 13:57:51	50.321993000	-4.097094000	90.3		
T	2013-11-12 13:57:52	50.322031000	-4.097036000	90.5		
T	2013-11-12 13:57:53	50.322068000	-4.096975000	90.7		
T	2013-11-12 13:57:54	50.322110000	-4.096907000	90.9		
T	2013-11-12 13:57:55	50.322148000	-4.096844000	91.0		
T	2013-11-12 13:57:56	50.322187000	-4.096779000	91.1		
T	2013-11-12 13:57:57	50.322226000	-4.096713000	91.2		
T	2013-11-12 13:57:58	50.322266000	-4.096644000	91.3		
T	2013-11-12 13:57:59	50.322303000	-4.096579000	91.4		
T	2013-11-12 13:58:00	50.322338000	-4.096520000	91.5		
T	2013-11-12 13:58:01	50.322375000	-4.096457000	91.6		
T	2013-11-12 13:58:02	50.322412000	-4.096395000	91.8		
T	2013-11-12 13:58:03	50.322451000	-4.096329000	91.9		
T	2013-11-12 13:58:04	50.322494000	-4.096257000	92.0		
T	2013-11-12 13:58:05	50.322543000	-4.096178000	92.0		
T	2013-11-12 13:58:06	50.322595000	-4.096096000	92.0		
T	2013-11-12 13:58:07	50.322648000	-4.096015000	92.1		
T	2013-11-12 13:58:08	50.322708000	-4.095939000	92.2		
T	2013-11-12 13:58:09	50.322769000	-4.095874000	92.3		
T	2013-11-12 13:58:10	50.322832000	-4.095818000	92.5		
T	2013-11-12 13:58:11	50.322902000	-4.095767000	92.8		
T	2013-11-12 13:58:12	50.322979000	-4.095739000	92.9		
T	2013-11-12 13:58:13	50.323052000	-4.095718000	93.0		
T	2013-11-12 13:58:14	50.323122000	-4.095709000	93.1		
T	2013-11-12 13:58:15	50.323190000	-4.095703000	93.2		
T	2013-11-12 13:58:16	50.323258000	-4.095694000	93.3		
T	2013-11-12 13:58:17	50.323330000	-4.095674000	93.5		
T	2013-11-12 13:58:18	50.323396000	-4.095650000	93.5		
T	2013-11-12 13:58:19	50.323463000	-4.095621000	93.6		
T	2013-11-12 13:58:21	50.323531000	-4.095591000	93.7		
T	2013-11-12 13:58:22	50.323598000	-4.095557000	93.8		
T	2013-11-12 13:58:23	50.323663000	-4.095523000	93.9		
T	2013-11-12 13:58:24	50.323726000	-4.095492000	94.0		
T	2013-11-12 13:58:25	50.323846000	-4.095430000	93.9		
T	2013-11-12 13:58:26	50.323900000	-4.095401000	93.8		
T	2013-11-12 13:58:27	50.323962000	-4.095367000	93.7		
T	2013-11-12 13:58:28	50.324027000	-4.095333000	93.6		
T	2013-11-12 13:58:29	50.324097000	-4.095292000	93.6		
T	2013-11-12 13:58:30	50.324171000	-4.095248000	93.5		
T	2013-11-12 13:58:31	50.324237000	-4.095204000	93.5		
T	2013-11-12 13:58:32	50.324306000	-4.095158000	93.4		
T	2013-11-12 13:58:33	50.324373000	-4.095112000	93.4		
T	2013-11-12 13:58:34	50.324435000	-4.095072000	93.4		
T	2013-11-12 13:58:35	50.324490000	-4.095035000	93.5		
T	2013-11-12 13:58:36	50.324549000	-4.094998000	93.5		
T	2013-11-12 13:58:37	50.324608000	-4.094956000	93.5		
T	2013-11-12 13:58:38	50.324670000	-4.094909000	93.6		
T	2013-11-12 13:58:39	50.324732000	-4.094861000	93.6		
T	2013-11-12 13:58:40	50.324793000	-4.094812000	93.7		
T	2013-11-12 13:58:41	50.324848000	-4.094768000	93.7		
T	2013-11-12 13:58:42	50.324904000	-4.094722000	93.8		
T	2013-11-12 13:58:43	50.324962000	-4.094678000	93.8		
T	2013-11-12 13:58:44	50.325023000	-4.094637000	93.9		
T	2013-11-12 13:58:45	50.325082000	-4.094600000	94.0		
T	2013-11-12 13:58:46	50.325140000	-4.094566000	94.0		
T	2013-11-12 13:58:47	50.325195000	-4.094533000	94.0		
T	2013-11-12 13:58:48	50.325246000	-4.094503000	94.1		
T	2013-11-12 13:58:49	50.325294000	-4.094472000	94.1		
T	2013-11-12 13:58:50	50.325337000	-4.094443000	94.2		
T	2013-11-12 13:58:51	50.325378000	-4.094418000	94.2		
T	2013-11-12 13:58:52	50.325418000	-4.094394000	94.2		
T	2013-11-12 13:58:53	50.325456000	-4.094368000	94.4		
T	2013-11-12 13:58:54	50.325498000	-4.094334000	94.5		
T	2013-11-12 13:58:55	50.325538000	-4.094301000	94.6		
T	2013-11-12 13:58:56	50.325582000	-4.094266000	94.8		
T	2013-11-12 13:58:57	50.325621000	-4.094240000	94.9		
T	2013-11-12 13:58:58	50.325666000	-4.094212000	95.0		
T	2013-11-12 13:58:59	50.325711000	-4.094180000	95.2		
T	2013-11-12 13:59:00	50.325758000	-4.094147000	95.3		
T	2013-11-12 13:59:01	50.325807000	-4.094109000	95.5		
T	2013-11-12 13:59:02	50.325860000	-4.094068000	95.7		
T	2013-11-12 13:59:03	50.325904000	-4.094029000	95.8		
T	2013-11-12 13:59:04	50.325946000	-4.093992000	96.0		
T	2013-11-12 13:59:05	50.325991000	-4.093951000	96.1		
T	2013-11-12 13:59:06	50.326040000	-4.093907000	96.3		
T	2013-11-12 13:59:07	50.326088000	-4.093865000	96.5		
T	2013-11-12 13:59:08	50.326133000	-4.093827000	96.6		
T	2013-11-12 13:59:09	50.326186000	-4.093788000	96.8		
T	2013-11-12 13:59:10	50.326237000	-4.093755000	97.0		
T	2013-11-12 13:59:11	50.326292000	-4.093718000	97.1		
T	2013-11-12 13:59:12	50.326349000	-4.093678000	97.3		
T	2013-11-12 13:59:13	50.326405000	-4.093635000	97.4		
T	2013-11-12 13:59:14	50.326456000	-4.093592000	97.6		
T	2013-11-12 13:59:15	50.326509000	-4.093542000	97.7		
T	2013-11-12 13:59:16	50.326560000	-4.093489000	97.9		
T	2013-11-12 13:59:17	50.326609000	-4.093435000	98.0		
T	2013-11-12 13:59:18	50.326656000	-4.093381000	98.2		
T	2013-11-12 13:59:19	50.326705000	-4.093317000	98.3		
T	2013-11-12 13:59:20	50.326752000	-4.093252000	98.4		
T	2013-11-12 13:59:21	50.326797000	-4.093183000	98.6		
T	2013-11-12 13:59:22	50.326844000	-4.093110000	98.7		
T	2013-11-12 13:59:23	50.326894000	-4.093037000	98.8		
T	2013-11-12 13:59:24	50.326946000	-4.092968000	98.9		
T	2013-11-12 13:59:25	50.326998000	-4.092902000	99.0		
T	2013-11-12 13:59:26	50.327052000	-4.092840000	98.9		
T	2013-11-12 13:59:27	50.327111000	-4.092775000	98.7		
T	2013-11-12 13:59:28	50.327165000	-4.092711000	98.5		
T	2013-11-12 13:59:29	50.327220000	-4.092651000	98.2		
T	2013-11-12 13:59:30	50.327278000	-4.092592000	98.0		
T	2013-11-12 13:59:31	50.327340000	-4.092533000	97.8		
T	2013-11-12 13:59:32	50.327403000	-4.092471000	97.5		
T	2013-11-12 13:59:33	50.327466000	-4.092407000	97.3		
T	2013-11-12 13:59:34	50.327526000	-4.092344000	97.1		
T	2013-11-12 13:59:35	50.327583000	-4.092279000	96.9		
T	2013-11-12 13:59:36	50.327638000	-4.092213000	96.7		
T	2013-11-12 13:59:37	50.327696000	-4.092149000	96.6		
T	2013-11-12 13:59:38	50.327752000	-4.092090000	96.4		
T	2013-11-12 13:59:39	50.327817000	-4.092029000	96.2		
T	2013-11-12 13:59:40	50.327882000	-4.091971000	95.9		
T	2013-11-12 13:59:41	50.327949000	-4.091913000	95.6		
T	2013-11-12 13:59:42	50.328027000	-4.091842000	95.1		
T	2013-11-12 13:59:43	50.328110000	-4.091760000	94.5		
T	2013-11-12 13:59:44	50.328185000	-4.091682000	93.9		
T	2013-11-12 13:59:45	50.328254000	-4.091608000	93.3		
T	2013-11-12 13:59:46	50.328313000	-4.091544000	92.8		
T	2013-11-12 13:59:47	50.328370000	-4.091480000	92.3		
T	2013-11-12 13:59:48	50.328433000	-4.091416000	91.7		
T	2013-11-12 13:59:49	50.328492000	-4.091384000	91.2		
T	2013-11-12 13:59:50	50.328541000	-4.091376000	90.9		
T	2013-11-12 13:59:51	50.328590000	-4.091371000	90.5		
T	2013-11-12 13:59:52	50.328630000	-4.091386000	90.3		
T	2013-11-12 13:59:53	50.328670000	-4.091404000	90.1		
T	2013-11-12 13:59:54	50.328703000	-4.091403000	89.9		
T	2013-11-12 13:59:56	50.328720000	-4.091320000	89.5		
T	2013-11-12 13:59:57	50.328708000	-4.091258000	89.3		
T	2013-11-12 13:59:58	50.328692000	-4.091182000	89.2		
T	2013-11-12 13:59:59	50.328672000	-4.091096000	89.0		
T	2013-11-12 14:00:00	50.328652000	-4.091010000	88.9		
T	2013-11-12 14:00:01	50.328634000	-4.090926000	88.7		
T	2013-11-12 14:00:02	50.328617000	-4.090846000	88.6		
T	2013-11-12 14:00:03	50.328595000	-4.090751000	88.4		
T	2013-11-12 14:00:04	50.328567000	-4.090642000	88.3		
T	2013-11-12 14:00:05	50.328536000	-4.090528000	88.2		
T	2013-11-12 14:00:06	50.328502000	-4.090422000	88.1		
T	2013-11-12 14:00:07	50.328468000	-4.090320000	88.0		
T	2013-11-12 14:00:08	50.328431000	-4.090216000	87.9		
T	2013-11-12 14:00:09	50.328400000	-4.090126000	87.8		
T	2013-11-12 14:00:10	50.328372000	-4.090037000	87.8		
T	2013-11-12 14:00:11	50.328346000	-4.089962000	87.7		
T	2013-11-12 14:00:12	50.328319000	-4.089877000	87.7		
T	2013-11-12 14:00:13	50.328298000	-4.089799000	87.6		
T	2013-11-12 14:00:14	50.328271000	-4.089714000	87.6		
T	2013-11-12 14:00:15	50.328252000	-4.089648000	87.6		
T	2013-11-12 14:00:16	50.328238000	-4.089599000	87.6		
T	2013-11-12 14:00:17	50.328227000	-4.089548000	87.6		
T	2013-11-12 14:00:18	50.328212000	-4.089499000	87.8		
T	2013-11-12 14:00:19	50.328196000	-4.089445000	88.0		
T	2013-11-12 14:00:20	50.328178000	-4.089411000	88.2		
T	2013-11-12 14:00:21	50.328160000	-4.089374000	88.4		
T	2013-11-12 14:00:23	50.328120000	-4.089303000	88.8		
T	2013-11-12 14:00:24	50.328097000	-4.089262000	89.1		
T	2013-11-12 14:00:25	50.328070000	-4.089219000	89.3		
T	2013-11-12 14:00:26	50.328038000	-4.089181000	89.7		
T	2013-11-12 14:00:27	50.328007000	-4.089147000	90.0		
T	2013-11-12 14:00:28	50.327980000	-4.089111000	90.3		
T	2013-11-12 14:00:29	50.327948000	-4.089077000	90.7		
T	2013-11-12 14:00:30	50.327918000	-4.089052000	91.0		
